,game_id,season,date_time_GMT
19846,2001020829,20012002,2002-02-07T03:30:00Z
19847,2001020477,20012002,2001-12-15T02:00:00Z
19848,2001020266,20012002,2001-11-14T03:00:00Z
19849,2001021135,20012002,2002-04-03T01:00:00Z
19850,2001020407,20012002,2001-12-05T00:00:00Z
19851,2001020816,20012002,2002-02-06T00:00:00Z
19852,2001020402,20012002,2001-12-04T03:30:00Z
19853,2001020285,20012002,2001-11-17T02:00:00Z
19854,2001020756,20012002,2002-01-25T00:30:00Z
19855,2001020340,20012002,2001-11-24T22:00:00Z
19856,2001020249,20012002,2001-11-11T00:30:00Z
19857,2001020697,20012002,2002-01-17T00:00:00Z
19858,2001020650,20012002,2002-01-10T00:30:00Z
19859,2001020689,20012002,2002-01-16T01:00:00Z
19860,2001021171,20012002,2002-04-07T23:00:00Z
19861,2001021045,20012002,2002-03-21T01:00:00Z
19862,2001021113,20012002,2002-03-31T00:00:00Z
19863,2001020456,20012002,2001-12-13T01:00:00Z
19864,2001020512,20012002,2001-12-20T02:00:00Z
19865,2001020830,20012002,2002-02-08T00:30:00Z
19866,2001020716,20012002,2002-01-20T00:00:00Z
19867,2001020068,20012002,2001-10-14T02:30:00Z
19868,2001020932,20012002,2002-03-05T01:00:00Z
19869,2001021054,20012002,2002-03-22T01:00:00Z
19870,2001021201,20012002,2002-04-11T23:30:00Z
19871,2001021125,20012002,2002-03-31T20:00:00Z
19872,2001021166,20012002,2002-04-07T00:00:00Z
19873,2001020874,20012002,2002-02-13T02:00:00Z
19874,2001020947,20012002,2002-03-08T00:00:00Z
19875,2001020291,20012002,2001-11-18T00:30:00Z
19876,2001020516,20012002,2001-12-21T00:30:00Z
19877,2001020258,20012002,2001-11-13T00:30:00Z
19878,2001020271,20012002,2001-11-15T02:00:00Z
19879,2001021085,20012002,2002-03-27T00:30:00Z
19880,2001021096,20012002,2002-03-28T01:30:00Z
19881,2001020293,20012002,2001-11-17T22:00:00Z
19882,2001020894,20012002,2002-02-28T01:00:00Z
19883,2001020600,20012002,2002-01-03T01:00:00Z
19884,2001020034,20012002,2001-10-09T01:00:00Z
19885,2001020844,20012002,2002-02-09T03:30:00Z
19886,2001020363,20012002,2001-11-28T02:00:00Z
19887,2001020707,20012002,2002-01-18T02:00:00Z
19888,2001020213,20012002,2001-11-07T00:00:00Z
19889,2001020595,20012002,2002-01-01T20:00:00Z
19890,2001020879,20012002,2002-02-14T03:30:00Z
19891,2001020878,20012002,2002-02-14T01:00:00Z
19892,2001020664,20012002,2002-01-12T01:00:00Z
19893,2001020107,20012002,2001-10-20T23:00:00Z
19894,2001021011,20012002,2002-03-17T00:00:00Z
19895,2001021119,20012002,2002-03-31T01:00:00Z
19896,2001020241,20012002,2001-11-10T03:30:00Z
19897,2001020455,20012002,2001-12-12T03:30:00Z
19898,2001020459,20012002,2001-12-13T00:00:00Z
19899,2001020636,20012002,2002-01-08T00:00:00Z
19900,2001020424,20012002,2001-12-07T03:00:00Z
19901,2001020061,20012002,2001-10-13T23:00:00Z
19902,2001020240,20012002,2001-11-10T01:30:00Z
19903,2001020865,20012002,2002-02-12T03:30:00Z
19904,2001020587,20012002,2001-12-31T20:00:00Z
19905,2001020104,20012002,2001-10-20T23:30:00Z
19906,2001020404,20012002,2001-12-05T00:30:00Z
19907,2001020964,20012002,2002-03-09T20:00:00Z
19908,2001020387,20012002,2001-12-02T00:00:00Z
19909,2001021182,20012002,2002-04-08T23:00:00Z
19910,2001020834,20012002,2002-02-08T00:30:00Z
19911,2001020059,20012002,2001-10-13T23:00:00Z
19912,2001020685,20012002,2002-01-16T00:30:00Z
19913,2001020625,20012002,2002-01-06T03:00:00Z
19914,2001021148,20012002,2002-04-05T00:00:00Z
19915,2001020130,20012002,2001-10-24T02:00:00Z
19916,2001020452,20012002,2001-12-12T00:00:00Z
19917,2001021152,20012002,2002-04-05T00:00:00Z
19918,2001020519,20012002,2001-12-22T00:00:00Z
19919,2001021047,20012002,2002-03-22T00:30:00Z
19920,2001020886,20012002,2002-02-27T00:00:00Z
19921,2001020123,20012002,2001-10-23T23:30:00Z
19922,2001020822,20012002,2002-02-07T00:00:00Z
19923,2001020560,20012002,2001-12-28T03:00:00Z
19924,2001021124,20012002,2002-03-31T03:30:00Z
19925,2001020843,20012002,2002-02-09T02:00:00Z
19926,2001020923,20012002,2002-03-03T20:00:00Z
19927,2001020473,20012002,2001-12-15T00:30:00Z
19928,2001020380,20012002,2001-12-01T01:30:00Z
19929,2001020825,20012002,2002-02-07T00:00:00Z
19930,2001020250,20012002,2001-11-11T01:00:00Z
19931,2001020575,20012002,2001-12-30T02:00:00Z
19932,2001020891,20012002,2002-02-27T02:00:00Z
19933,2001020133,20012002,2001-10-24T23:30:00Z
19934,2001020141,20012002,2001-10-25T23:30:00Z
19935,2001020375,20012002,2001-11-30T02:00:00Z
19936,2001020776,20012002,2002-01-27T01:00:00Z
19937,2001020145,20012002,2001-10-26T23:00:00Z
19938,2001020941,20012002,2002-03-07T00:30:00Z
19939,2001020450,20012002,2001-12-11T03:00:00Z
19940,2001020451,20012002,2001-12-12T00:30:00Z
19941,2001020993,20012002,2002-03-14T00:30:00Z
19942,2001020491,20012002,2001-12-17T00:00:00Z
19943,2001020499,20012002,2001-12-18T02:00:00Z
19944,2001020485,20012002,2001-12-16T00:00:00Z
19945,2001020910,20012002,2002-03-02T00:30:00Z
19946,2001020982,20012002,2002-03-12T01:00:00Z
19947,2001020645,20012002,2002-01-10T00:30:00Z
19948,2001020256,20012002,2001-11-11T19:00:00Z
19949,2001020649,20012002,2002-01-10T00:30:00Z
19950,2001020041,20012002,2001-10-11T00:00:00Z
19951,2001020025,20012002,2001-10-07T02:00:00Z
19952,2001020415,20012002,2001-12-06T02:00:00Z
19953,2001020996,20012002,2002-03-14T03:30:00Z
19954,2001020425,20012002,2001-12-07T03:30:00Z
19955,2001020471,20012002,2001-12-14T03:30:00Z
19956,2001020121,20012002,2001-10-23T01:00:00Z
19957,2001020156,20012002,2001-10-28T01:00:00Z
19958,2001020273,20012002,2001-11-16T00:00:00Z
19959,2001020423,20012002,2001-12-07T02:00:00Z
19960,2001020890,20012002,2002-02-27T01:00:00Z
19961,2001020933,20012002,2002-03-05T03:30:00Z
19962,2001020896,20012002,2002-02-28T00:30:00Z
19963,2001020812,20012002,2002-02-05T00:00:00Z
19964,2001020974,20012002,2002-03-10T23:00:00Z
19965,2001021128,20012002,2002-04-02T00:30:00Z
19966,2001020676,20012002,2002-01-13T03:00:00Z
19967,2001020706,20012002,2002-01-18T01:00:00Z
19968,2001020171,20012002,2001-10-31T00:00:00Z
19969,2001020905,20012002,2002-03-01T02:00:00Z
19970,2001021223,20012002,2002-04-14T19:00:00Z
19971,2001020305,20012002,2001-11-20T00:30:00Z
19972,2001020740,20012002,2002-01-23T00:00:00Z
19973,2001020545,20012002,2001-12-27T00:30:00Z
19974,2001020694,20012002,2002-01-16T03:30:00Z
19975,2001020301,20012002,2001-11-19T00:00:00Z
19976,2001021026,20012002,2002-03-18T00:00:00Z
19977,2001020275,20012002,2001-11-16T00:30:00Z
19978,2001021003,20012002,2002-03-15T00:00:00Z
19979,2001021218,20012002,2002-04-13T23:00:00Z
19980,2001020282,20012002,2001-11-17T00:30:00Z
19981,2001020908,20012002,2002-03-02T00:30:00Z
19982,2001020518,20012002,2001-12-21T01:00:00Z
19983,2001021082,20012002,2002-03-26T01:00:00Z
19984,2001020553,20012002,2001-12-27T03:00:00Z
19985,2001021151,20012002,2002-04-05T00:30:00Z
19986,2001020062,20012002,2001-10-13T23:00:00Z
19987,2001020769,20012002,2002-01-26T18:00:00Z
19988,2001020577,20012002,2001-12-30T03:00:00Z
19989,2001020378,20012002,2001-12-01T00:00:00Z
19990,2001020746,20012002,2002-01-24T00:30:00Z
19991,2001020166,20012002,2001-10-31T00:00:00Z
19992,2001020366,20012002,2001-11-29T00:00:00Z
19993,2001021084,20012002,2002-03-27T00:00:00Z
19994,2001020017,20012002,2001-10-06T23:00:00Z
