,game_id,player_id,team_id,timeOnIce,assists,goals,pim,shots,saves,powerPlaySaves,shortHandedSaves,evenSaves,shortHandedShotsAgainst,evenShotsAgainst,powerPlayShotsAgainst,savePercentage,powerPlaySavePercentage,evenStrengthSavePercentage
2,2016020045,8470645,16,3598,0,0,0,27,23,2,0,21,0,23,4,85.1851851851852,50.0,91.304347826087
32,2016020107,8470645,16,3608,0,0,0,32,30,4,0,26,0,27,5,93.75,80.0,96.2962962962963
179,2017021255,8475234,16,3496,0,0,0,34,31,4,0,27,0,30,4,91.1764705882353,100.0,90.0
189,2017021010,8475234,16,1640,0,0,0,10,8,0,0,8,0,10,0,80.0,0.0,80.0
190,2017021010,8476341,16,1823,0,0,0,21,17,0,1,16,1,19,1,80.9523809523809,0.0,84.2105263157895
204,2016020889,8470645,16,3600,0,0,0,32,29,3,0,26,0,27,5,90.625,60.0,96.2962962962963
310,2015020954,8474152,16,3395,0,0,0,25,21,0,0,21,0,24,1,84.0,0.0,87.5
346,2016020634,8470645,16,2891,0,0,0,30,25,0,4,21,4,26,0,83.3333333333333,0.0,80.7692307692308
347,2016020634,8474152,16,709,0,0,0,4,3,0,0,3,0,4,0,75.0,0.0,75.0
372,2015020170,8470645,16,3600,0,0,0,35,33,6,0,27,0,29,6,94.2857142857143,100.0,93.1034482758621
375,2015020768,8470645,16,3867,0,0,0,28,24,9,0,15,0,17,11,85.7142857142857,81.8181818181818,88.2352941176471
413,2016020801,8470645,16,3789,0,0,0,38,35,3,0,32,0,35,3,92.1052631578947,100.0,91.4285714285714
463,2015020002,8470645,16,3495,0,0,0,27,24,0,0,24,0,27,0,88.8888888888889,0.0,88.8888888888889
491,2015020832,8470645,16,3736,0,0,0,44,41,6,0,35,0,37,7,93.1818181818182,85.7142857142857,94.5945945945946
524,2015020047,8470645,16,3600,0,0,0,29,26,4,1,21,1,23,5,89.6551724137931,80.0,91.304347826087
551,2015020581,8470645,16,3575,0,0,0,26,26,2,0,24,0,24,2,100.0,100.0,100.0
608,2016020178,8474152,16,3870,0,0,0,35,32,7,1,24,2,25,8,91.4285714285714,87.5,96.0
623,2016020139,8470645,16,3600,0,0,0,34,33,5,1,27,2,27,5,97.0588235294118,100.0,100.0
638,2015020425,8474152,16,3465,0,0,0,33,29,0,0,29,0,32,1,87.8787878787879,0.0,90.625
688,2015021096,8468038,16,2369,0,0,0,17,16,5,0,11,0,12,5,94.1176470588235,100.0,91.6666666666667
689,2015021096,8474152,16,1191,0,0,0,15,11,1,0,10,1,12,2,73.3333333333333,50.0,83.3333333333333
735,2016021067,8474152,16,3600,0,0,0,25,22,0,0,22,0,25,0,88.0,0.0,88.0
739,2015020639,8470645,16,3600,0,0,0,43,41,7,1,33,1,34,8,95.3488372093023,87.5,97.0588235294118
806,2015020752,8470645,16,3600,0,0,0,23,22,4,1,17,1,18,4,95.6521739130435,100.0,94.4444444444444
861,2016020361,8474152,16,3508,0,0,0,30,27,5,0,22,0,25,5,90.0,100.0,88.0
879,2016021042,8474152,16,3592,0,0,0,34,33,5,0,28,0,28,6,97.0588235294118,83.3333333333333,100.0
945,2016020917,8474152,16,3566,0,0,0,32,30,0,0,30,0,31,1,93.75,0.0,96.7741935483871
1001,2016020959,8470645,16,3600,0,0,0,35,32,6,0,26,0,29,6,91.4285714285714,100.0,89.6551724137931
1012,2017021040,8475234,16,3447,0,0,0,40,37,3,1,33,1,35,4,92.5,75.0,94.2857142857143
1032,2015020560,8474152,16,3787,0,0,0,30,27,1,2,24,2,26,2,90.0,50.0,92.3076923076923
1047,2015020911,8470645,16,3516,0,0,0,31,29,1,0,28,0,30,1,93.5483870967742,100.0,93.3333333333333
1050,2015020142,8470645,16,3421,0,0,0,31,28,4,0,24,0,26,5,90.3225806451613,80.0,92.3076923076923
1073,2017020181,8470645,16,3591,0,0,0,35,35,8,0,27,0,27,8,100.0,100.0,100.0
1086,2017021239,8475234,16,3600,0,0,0,34,31,5,1,25,1,28,5,91.1764705882353,100.0,89.2857142857143
1097,2016021152,8470645,16,3600,0,0,0,33,32,9,1,22,1,23,9,96.969696969697,100.0,95.6521739130435
1099,2015020238,8470645,16,3505,0,0,0,22,19,2,1,16,1,18,3,86.3636363636364,66.6666666666667,88.8888888888889
1142,2015020052,8474152,16,3600,0,0,0,24,20,1,0,19,0,22,2,83.3333333333333,50.0,86.3636363636364
1155,2017020718,8471301,16,1088,0,0,0,11,9,0,0,9,0,11,0,81.8181818181818,0.0,81.8181818181818
1156,2017020718,8476341,16,2512,0,0,0,35,30,8,0,22,0,25,10,85.7142857142857,80.0,88.0
1187,2015020884,8470645,16,2400,0,0,2,23,19,7,0,12,0,15,8,82.6086956521739,87.5,80.0
1188,2015020884,8474152,16,1157,0,0,0,9,8,1,0,7,0,8,1,88.8888888888889,100.0,87.5
1221,2017020821,8471301,16,3494,0,0,0,22,20,5,2,13,2,15,5,90.9090909090909,100.0,86.6666666666667
1319,2016020587,8474152,16,3600,0,0,0,40,39,11,1,27,1,28,11,97.5,100.0,96.4285714285714
1331,2016020299,8470645,16,3508,0,0,0,35,33,5,0,28,1,28,6,94.2857142857143,83.3333333333333,100.0
1337,2016020433,8474152,16,3600,0,0,0,34,33,0,0,33,0,34,0,97.0588235294118,0.0,97.0588235294118
1409,2015021126,8474152,16,3600,0,0,0,32,31,7,1,23,1,24,7,96.875,100.0,95.8333333333333
1446,2016020537,8470645,16,3600,0,0,0,38,36,7,3,26,3,27,8,94.7368421052632,87.5,96.2962962962963
1462,2017020054,8470645,16,3578,0,0,0,32,29,4,0,25,0,27,5,90.625,80.0,92.5925925925926
1476,2016021188,8474152,16,3716,0,0,0,51,47,8,3,36,5,38,8,92.156862745098,100.0,94.7368421052632
1479,2016020072,8474152,16,3857,0,0,0,34,30,2,2,26,2,29,3,88.2352941176471,66.6666666666667,89.6551724137931
1499,2016020562,8470645,16,3481,0,0,0,34,31,7,0,24,0,27,7,91.1764705882353,100.0,88.8888888888889
1508,2017020681,8471301,16,3590,0,0,0,26,22,5,0,17,0,21,5,84.6153846153846,100.0,80.9523809523809
1537,2016020988,8470645,16,3460,0,0,0,26,25,2,0,23,0,24,2,96.1538461538462,100.0,95.8333333333333
1545,2017020863,8471301,16,1965,0,0,0,9,6,4,1,1,1,3,5,66.6666666666667,80.0,33.3333333333333
1546,2017020863,8476341,16,1626,0,0,0,13,10,2,1,7,1,10,2,76.9230769230769,100.0,70.0
1614,2015020733,8470645,16,1200,0,0,0,16,13,2,0,11,0,14,2,81.25,100.0,78.5714285714286
1615,2015020733,8474152,16,2400,0,0,0,24,22,1,0,21,0,23,1,91.6666666666667,100.0,91.304347826087
1626,2015020815,8470645,16,1200,0,0,0,18,14,2,0,12,0,14,4,77.7777777777778,50.0,85.7142857142857
1627,2015020815,8474152,16,2196,0,0,0,14,14,0,1,13,1,13,0,100.0,0.0,100.0
1662,2017020208,8470645,16,3600,0,0,0,24,24,3,0,21,0,21,3,100.0,100.0,100.0
1684,2016021012,8470645,16,3557,0,0,0,44,42,0,1,41,1,43,0,95.4545454545455,0.0,95.3488372093023
1749,2016020722,8470645,16,3517,0,0,0,35,31,0,1,30,1,34,0,88.5714285714286,0.0,88.2352941176471
1769,2015020291,8474152,16,3698,0,0,0,37,35,0,0,35,0,37,0,94.5945945945946,0.0,94.5945945945946
1786,2015021002,8470645,16,3871,0,0,0,30,28,1,3,24,3,24,3,93.3333333333333,33.3333333333333,100.0
1821,2017020927,8476341,16,3900,0,0,0,34,32,0,1,31,1,33,0,94.1176470588235,0.0,93.9393939393939
1828,2017021059,8476341,16,3600,0,0,0,32,31,1,0,30,0,31,1,96.875,100.0,96.7741935483871
1884,2015020723,8470645,16,3600,0,0,0,25,25,1,0,24,0,24,1,100.0,100.0,100.0
1931,2016020685,8474152,16,3597,0,0,0,30,30,1,2,27,2,27,1,100.0,100.0,100.0
1937,2016020320,8474152,16,3662,0,0,0,29,27,3,0,24,0,26,3,93.1034482758621,100.0,92.3076923076923
1967,2016021220,8470645,16,3627,0,0,2,26,23,2,2,19,2,21,3,88.4615384615385,66.6666666666667,90.4761904761905
2036,2017020236,8470645,16,3502,0,0,0,31,28,6,2,20,2,23,6,90.3225806451613,100.0,86.9565217391304
2056,2016020474,8474152,16,3600,0,0,0,34,33,2,1,30,1,31,2,97.0588235294118,100.0,96.7741935483871
2086,2017020071,8470645,16,3778,0,0,0,38,37,3,3,31,3,31,4,97.3684210526316,75.0,100.0
2165,2015021178,8474152,16,3600,0,0,0,46,42,5,0,37,0,41,5,91.304347826087,100.0,90.2439024390244
2263,2016020063,8470645,16,3435,0,0,0,28,25,1,0,24,0,25,3,89.2857142857143,33.3333333333333,96.0
2306,2017020990,8475234,16,2400,0,0,0,28,22,2,0,20,0,26,2,78.5714285714286,100.0,76.9230769230769
2307,2017020990,8476341,16,1200,0,0,0,6,5,0,0,5,0,6,0,83.3333333333333,0.0,83.3333333333333
2338,2015021196,8474152,16,3600,0,0,0,31,29,8,1,20,1,22,8,93.5483870967742,100.0,90.9090909090909
2373,2016020872,8474152,16,3554,0,0,0,26,25,6,2,17,2,18,6,96.1538461538462,100.0,94.4444444444444
2471,2017020093,8470645,16,3418,0,0,0,32,28,8,1,19,1,23,8,87.5,100.0,82.6086956521739
2498,2016020754,8470645,16,3567,0,0,0,28,26,2,0,24,0,25,3,92.8571428571429,66.6666666666667,96.0
2524,2017020729,8471301,16,3521,0,0,0,31,29,4,1,24,2,25,4,93.5483870967742,100.0,96.0
2537,2017020768,8476341,16,3600,0,0,0,43,42,4,1,37,1,38,4,97.6744186046512,100.0,97.3684210526316
2539,2015020277,8470645,16,3668,0,0,0,37,34,7,0,27,0,30,7,91.8918918918919,100.0,90.0
2581,2017021196,8480420,16,2759,0,0,0,27,25,0,1,24,1,26,0,92.5925925925926,0.0,92.3076923076923
2582,2017021196,8479138,16,841,0,0,0,7,7,1,0,6,0,6,1,100.0,100.0,100.0
2618,2017020787,8476341,16,3436,0,0,0,21,17,3,0,14,0,18,3,80.9523809523809,100.0,77.7777777777778
2655,2016020374,8474152,16,3497,0,0,0,32,30,1,1,28,1,29,2,93.75,50.0,96.551724137931
2669,2016020014,8470645,16,3494,0,0,0,27,24,3,0,21,0,21,6,88.8888888888889,50.0,100.0
2727,2017021098,8475234,16,3513,0,0,0,31,27,5,0,22,0,25,6,87.0967741935484,83.3333333333333,88.0
2737,2017020165,8470645,16,1799,0,0,0,8,7,1,0,6,0,7,1,87.5,100.0,85.7142857142857
2738,2017020165,8476341,16,1602,0,0,0,20,15,3,0,12,0,15,5,75.0,60.0,80.0
2754,2017020902,8476341,16,3596,0,0,0,20,19,0,0,19,0,20,0,95.0,0.0,95.0
2809,2016020617,8470645,16,3614,0,0,0,36,33,0,1,32,1,35,0,91.6666666666667,0.0,91.4285714285714
2880,2017020256,8476341,16,3699,0,0,0,38,35,1,1,33,1,36,1,92.1052631578947,100.0,91.6666666666667
2883,2017020442,8470645,16,3895,0,0,0,28,26,3,0,23,0,24,4,92.8571428571429,75.0,95.8333333333333
2918,2016020281,8470645,16,3600,0,0,0,27,22,5,0,17,0,20,7,81.4814814814815,71.4285714285714,85.0
2921,2017021174,8476341,16,3898,0,0,0,38,35,3,0,32,0,35,3,92.1052631578947,100.0,91.4285714285714
2952,2017021113,8475234,16,3811,0,0,0,41,36,5,0,31,0,34,7,87.8048780487805,71.4285714285714,91.1764705882353
2960,2015020655,8474152,16,3600,0,0,0,29,28,6,1,21,1,22,6,96.551724137931,100.0,95.4545454545455
3027,2015020195,8470645,16,1200,0,0,0,13,10,1,0,9,0,12,1,76.9230769230769,100.0,75.0
3028,2015020195,8474152,16,2037,0,0,0,13,12,0,1,11,1,12,0,92.3076923076923,0.0,91.6666666666667
3126,2017021143,8475234,16,1778,0,0,0,18,14,2,2,10,2,14,2,77.7777777777778,100.0,71.4285714285714
3127,2017021143,8476341,16,1822,0,0,0,9,8,0,1,7,1,8,0,88.8888888888889,0.0,87.5
3166,2016020026,8474152,16,3600,0,0,0,36,33,3,0,30,0,32,4,91.6666666666667,75.0,93.75
3216,2017021129,8476341,16,3535,0,0,0,39,35,5,1,29,1,31,7,89.7435897435898,71.4285714285714,93.5483870967742
3262,2016020467,8474152,16,3600,0,0,0,27,23,0,0,23,0,27,0,85.1851851851852,0.0,85.1851851851852
3275,2015021131,8474152,16,3600,0,0,0,28,26,3,0,23,0,25,3,92.8571428571429,100.0,92.0
3278,2015020260,8474152,16,3600,0,0,0,26,25,7,0,18,0,19,7,96.1538461538462,100.0,94.7368421052632
3284,2015020097,8470645,16,3561,1,0,0,18,16,4,0,12,0,13,5,88.8888888888889,80.0,92.3076923076923
3331,2016020226,8470645,16,3600,0,0,0,23,21,1,2,18,2,19,2,91.304347826087,50.0,94.7368421052632
3470,2016020544,8474152,16,3488,0,0,0,28,25,0,1,24,1,27,0,89.2857142857143,0.0,88.8888888888889
3484,2017020802,8471301,16,3659,0,0,0,39,35,2,1,32,1,36,2,89.7435897435898,100.0,88.8888888888889
3543,2016020863,8470645,16,3445,0,0,0,21,19,1,0,18,0,19,2,90.4761904761905,50.0,94.7368421052632
3590,2017020744,8471301,16,3602,0,0,0,36,33,4,0,29,0,31,5,91.6666666666667,80.0,93.5483870967742
3621,2016020523,8470645,16,3420,0,0,0,34,31,4,0,27,0,30,4,91.1764705882353,100.0,90.0
3659,2017020535,8470645,16,3600,0,0,0,22,18,1,1,16,1,19,2,81.8181818181818,50.0,84.2105263157895
3670,2016020353,8470645,16,3661,0,0,0,33,30,3,1,26,1,28,4,90.9090909090909,75.0,92.8571428571429
3691,2015020447,8470645,16,3600,0,0,0,30,30,6,0,24,0,24,6,100.0,100.0,100.0
3698,2016020002,8470645,16,3473,0,0,0,32,29,10,0,19,0,19,13,90.625,76.9230769230769,100.0
3734,2015020182,8470645,16,3833,0,0,0,29,23,0,0,23,0,28,1,79.3103448275862,0.0,82.1428571428571
3738,2015021048,8474152,16,3473,0,0,0,29,26,2,2,22,2,24,3,89.6551724137931,66.6666666666667,91.6666666666667
3765,2015020483,8470645,16,3847,0,0,0,27,25,2,0,23,0,25,2,92.5925925925926,100.0,92.0
3786,2017021264,8471301,16,3600,0,0,0,39,35,5,0,30,1,32,6,89.7435897435898,83.3333333333333,93.75
3823,2015020026,8474152,16,3578,0,0,0,29,28,1,3,24,4,24,1,96.551724137931,100.0,100.0
3826,2016020996,8470645,16,3505,0,0,0,29,25,4,1,20,1,24,4,86.2068965517241,100.0,83.3333333333333
3872,2016020270,8474152,16,3826,0,0,0,27,24,3,0,21,1,22,4,88.8888888888889,75.0,95.4545454545455
3882,2016020259,8470645,16,3600,0,0,0,30,28,5,0,23,0,25,5,93.3333333333333,100.0,92.0
3895,2017020833,8476341,16,3496,0,0,0,29,26,0,2,24,2,27,0,89.6551724137931,0.0,88.8888888888889
3985,2016020737,8474152,16,3541,0,0,0,32,28,13,1,14,1,17,14,87.5,92.8571428571429,82.3529411764706
4062,2015020256,8470645,16,3600,0,0,0,31,29,6,0,23,0,24,7,93.5483870967742,85.7142857142857,95.8333333333333
4080,2017021158,8476341,16,3600,0,0,0,32,31,5,3,23,3,24,5,96.875,100.0,95.8333333333333
4187,2017020599,8471301,16,3625,0,0,0,39,35,1,0,34,0,36,3,89.7435897435898,33.3333333333333,94.4444444444444
4194,2017020668,8471301,16,3551,0,0,0,32,31,3,1,27,1,28,3,96.875,100.0,96.4285714285714
4209,2016020668,8470645,16,3600,0,0,0,23,19,1,1,17,1,20,2,82.6086956521739,50.0,85.0
4254,2016020336,8470645,16,3900,0,0,0,39,38,5,2,31,2,31,6,97.4358974358974,83.3333333333333,100.0
4309,2017020100,8476341,16,3884,0,0,0,42,40,4,1,35,1,36,5,95.2380952380952,80.0,97.2222222222222
4320,2017020916,8476341,16,3427,0,0,0,32,29,4,1,24,1,26,5,90.625,80.0,92.3076923076923
4334,2016020427,8474152,16,3600,0,0,0,24,23,6,0,17,0,18,6,95.8333333333333,100.0,94.4444444444444
4415,2015021034,8470645,16,3600,0,0,0,25,20,2,0,18,0,23,2,80.0,100.0,78.2608695652174
4427,2016020082,8470645,16,3900,0,0,0,31,29,6,1,22,1,22,8,93.5483870967742,75.0,100.0
4455,2017020473,8470645,16,3742,0,0,0,37,35,4,2,29,2,31,4,94.5945945945946,100.0,93.5483870967742
4534,2015020303,8470645,16,3501,0,0,0,19,14,3,0,11,0,14,5,73.6842105263158,60.0,78.5714285714286
4540,2016021165,8470645,16,3507,0,0,0,29,26,0,1,25,1,27,1,89.6551724137931,0.0,92.5925925925926
4560,2017020457,8470645,16,3600,0,0,0,32,31,1,0,30,0,31,1,96.875,100.0,96.7741935483871
4568,2017020573,8476341,16,3600,0,0,0,31,26,4,4,18,4,23,4,83.8709677419355,100.0,78.2608695652174
4612,2017020645,8476341,16,3594,0,0,0,33,32,1,2,29,2,30,1,96.969696969697,100.0,96.6666666666667
4638,2016020653,8470645,16,3519,0,0,0,32,29,3,0,26,0,28,4,90.625,75.0,92.8571428571429
4647,2017020427,8475234,16,2654,0,0,0,14,12,5,1,6,1,7,6,85.7142857142857,83.3333333333333,85.7142857142857
4648,2017020427,8476341,16,922,0,0,0,10,7,0,0,7,0,10,0,70.0,0.0,70.0
4677,2015020473,8470645,16,3598,0,0,0,33,33,0,0,33,0,33,0,100.0,0.0,100.0
4688,2017020041,8470645,16,3600,0,0,0,42,41,13,1,27,1,28,13,97.6190476190476,100.0,96.4285714285714
4731,2015020399,8470645,16,3600,0,0,0,31,30,3,0,27,0,28,3,96.7741935483871,100.0,96.4285714285714
4752,2015020698,8470645,16,3513,0,0,0,33,31,12,0,19,0,20,13,93.9393939393939,92.3076923076923,95.0
4779,2016021109,8470645,16,2699,0,0,0,25,21,7,1,13,1,16,8,84.0,87.5,81.25
4780,2016021109,8474152,16,901,0,0,0,6,3,0,0,3,0,6,0,50.0,0.0,50.0
4782,2017020485,8470645,16,3600,0,0,0,28,27,1,1,25,1,25,2,96.4285714285714,50.0,100.0
4846,2015020610,8470645,16,3600,0,0,0,29,28,3,0,25,0,26,3,96.551724137931,100.0,96.1538461538462
4875,2015020707,8474152,16,3562,0,0,0,32,28,9,0,19,0,23,9,87.5,100.0,82.6086956521739
4896,2017020119,8470645,16,3600,0,0,0,29,27,4,0,23,0,25,4,93.1034482758621,100.0,92.0
4907,2016020781,8470645,16,3600,0,0,0,34,31,9,1,21,1,24,9,91.1764705882353,100.0,87.5
4921,2017020655,8476341,16,3588,1,0,0,27,25,9,2,14,2,16,9,92.5925925925926,100.0,87.5
5043,2015020952,8470645,16,3600,0,0,0,33,31,5,0,26,0,27,6,93.9393939393939,83.3333333333333,96.2962962962963
5156,2017020276,8470645,16,3600,0,0,0,28,25,5,3,17,3,20,5,89.2857142857143,100.0,85.0
5197,2016020238,8470645,16,2923,0,0,0,22,18,1,1,16,1,20,1,81.8181818181818,100.0,80.0
5198,2016020238,8474152,16,677,0,0,0,2,2,0,0,2,0,2,0,100.0,0.0,100.0
5248,2016020489,8474152,16,3422,0,0,0,30,26,7,1,18,1,21,8,86.6666666666667,87.5,85.7142857142857
5270,2015020674,8470645,16,3596,0,0,0,29,27,5,1,21,1,22,6,93.1034482758621,83.3333333333333,95.4545454545455
5284,2015020688,8470645,16,3600,0,0,0,39,38,6,0,32,0,33,6,97.4358974358974,100.0,96.969696969697
5309,2016020582,8470645,16,3656,0,0,0,20,17,1,1,15,1,16,3,85.0,33.3333333333333,93.75
5358,2015021223,8470645,16,3748,0,0,0,25,20,2,2,16,2,20,3,80.0,66.6666666666667,80.0
5384,2016020512,8470645,16,3570,0,0,0,34,32,5,0,27,0,29,5,94.1176470588235,100.0,93.1034482758621
5502,2015021164,8474152,16,3662,0,0,0,32,28,4,0,24,0,28,4,87.5,100.0,85.7142857142857
5527,2015021016,8470645,16,1842,0,0,0,20,16,9,0,7,0,9,11,80.0,81.8181818181818,77.7777777777778
5528,2015021016,8474152,16,1613,0,0,0,11,10,4,0,6,0,7,4,90.9090909090909,100.0,85.7142857142857
5558,2016020827,8474152,16,3600,0,0,0,31,30,2,0,28,0,29,2,96.7741935483871,100.0,96.551724137931
5579,2015020353,8474152,16,3712,0,0,0,36,33,1,0,32,0,35,1,91.6666666666667,100.0,91.4285714285714
5583,2015020983,8470645,16,3599,0,0,0,34,33,6,0,27,0,28,6,97.0588235294118,100.0,96.4285714285714
5601,2017020849,8471301,16,3333,0,0,0,19,16,5,0,11,0,13,6,84.2105263157895,83.3333333333333,84.6153846153846
5607,2015020855,8470645,16,3596,0,0,0,34,31,2,1,28,1,29,4,91.1764705882353,50.0,96.551724137931
5649,2017020547,8470645,16,802,0,0,0,7,4,0,0,4,0,6,1,57.1428571428571,0.0,66.6666666666667
5650,2017020547,8476341,16,2798,0,0,0,22,21,0,1,20,1,21,0,95.4545454545455,0.0,95.2380952380952
5692,2016020409,8474152,16,3655,0,0,0,37,36,1,0,35,0,36,1,97.2972972972973,100.0,97.2222222222222
5700,2015020329,8470645,16,3600,0,0,0,29,27,14,0,13,0,14,15,93.1034482758621,93.3333333333333,92.8571428571429
5786,2016020171,8470645,16,3600,0,0,0,33,31,8,2,21,2,23,8,93.9393939393939,100.0,91.304347826087
5809,2017020153,8470645,16,3495,0,0,0,30,28,3,2,23,2,24,4,93.3333333333333,75.0,95.8333333333333
5867,2017020385,8470645,16,3651,0,0,0,35,31,5,2,24,3,27,5,88.5714285714286,100.0,88.8888888888889
5908,2017020661,8476341,16,3564,0,0,0,27,25,4,4,17,4,19,4,92.5925925925926,100.0,89.4736842105263
5938,2017020262,8470645,16,2400,0,0,0,25,19,0,1,18,1,23,1,76.0,0.0,78.2608695652174
5939,2017020262,8476341,16,994,0,0,0,13,12,4,0,8,0,8,5,92.3076923076923,80.0,100.0
5954,2017020886,8476341,16,3406,0,0,0,32,29,1,1,27,1,30,1,90.625,100.0,90.0
5972,2017020615,8471301,16,3600,0,0,2,25,23,8,0,15,0,16,9,92.0,88.8888888888889,93.75
5974,2016021203,8470645,16,3600,0,0,0,26,22,7,1,14,1,17,8,84.6153846153846,87.5,82.3529411764706
6031,2015020151,8474152,16,3526,0,0,0,30,25,2,0,23,0,27,3,83.3333333333333,66.6666666666667,85.1851851851852
6050,2015020114,8470645,16,3617,0,0,0,21,21,4,0,17,0,17,4,100.0,100.0,100.0
6085,2015020123,8470645,16,3651,0,0,0,39,39,6,0,33,0,33,6,100.0,100.0,100.0
6143,2015020648,8470645,16,3599,0,0,0,40,39,3,0,36,0,37,3,97.5,100.0,97.2972972972973
6165,2017020328,8470645,16,3793,0,0,0,38,35,9,0,26,1,27,10,92.1052631578947,90.0,96.2962962962963
6214,2015020015,8470645,16,3694,0,0,0,36,34,1,0,33,0,35,1,94.4444444444444,100.0,94.2857142857143
6228,2016020935,8474152,16,3600,0,0,0,37,36,0,0,36,0,37,0,97.2972972972973,0.0,97.2972972972973
6234,2017021027,8475234,16,3609,0,0,0,34,33,5,0,28,0,28,6,97.0588235294118,83.3333333333333,100.0
6263,2017020035,8476341,16,3823,0,0,0,43,39,7,0,32,0,35,8,90.6976744186046,87.5,91.4285714285714
6333,2015020462,8470645,16,3530,0,0,0,26,24,4,1,19,1,21,4,92.3076923076923,100.0,90.4761904761905
6334,2017021002,8476341,16,3597,0,0,0,32,29,5,1,23,1,26,5,90.625,100.0,88.4615384615385
6373,2015020930,8470645,16,3600,0,0,0,30,28,6,1,21,1,21,8,93.3333333333333,75.0,100.0
6396,2016020898,8470645,16,3600,0,0,0,37,34,6,0,28,0,31,6,91.8918918918919,100.0,90.3225806451613
6447,2015020513,8470645,16,3600,0,0,0,32,28,9,1,18,1,21,10,87.5,90.0,85.7142857142857
6482,2017020025,8470645,16,3600,0,0,0,33,32,2,0,30,0,31,2,96.969696969697,100.0,96.7741935483871
6622,2016020389,8474152,16,3600,0,0,0,22,22,0,0,22,0,22,0,100.0,0.0,100.0
6679,2016021055,8470645,16,3883,1,0,0,26,25,1,0,24,0,25,1,96.1538461538462,100.0,96.0
6702,2017020751,8476341,16,3600,0,0,0,24,23,2,1,20,1,20,3,95.8333333333333,66.6666666666667,100.0
6715,2017020944,8475234,16,3600,0,0,0,43,42,1,0,41,0,42,1,97.6744186046512,100.0,97.6190476190476
6728,2017020215,8470645,16,3430,0,0,0,35,33,5,2,26,2,28,5,94.2857142857143,100.0,92.8571428571429
6750,2015020365,8470645,16,3492,0,0,0,36,34,8,0,26,0,28,8,94.4444444444444,100.0,92.8571428571429
6763,2015020333,8470645,16,3577,0,0,0,25,23,4,0,19,0,21,4,92.0,100.0,90.4761904761905
6782,2016021124,8474152,16,3865,0,0,0,30,25,2,2,21,2,24,4,83.3333333333333,50.0,87.5
6856,2017020406,8476341,16,3900,0,0,0,35,33,6,2,25,2,26,7,94.2857142857143,85.7142857142857,96.1538461538462
6917,2016020153,8470645,16,3600,0,0,0,38,38,5,0,33,0,33,5,100.0,100.0,100.0
6945,2017021089,8475234,16,2960,0,0,0,32,30,10,0,20,0,22,10,93.75,100.0,90.9090909090909
6946,2017021089,8476341,16,566,0,0,0,6,3,0,0,3,0,6,0,50.0,0.0,50.0
6948,2017021048,8475234,16,3535,0,0,0,39,33,8,1,24,2,25,12,84.6153846153846,66.6666666666667,96.0
6980,2016020949,8470645,16,3836,0,0,0,32,31,6,1,24,1,25,6,96.875,100.0,96.0
7008,2015020626,8470645,16,3600,0,0,0,37,34,5,0,29,0,32,5,91.8918918918919,100.0,90.625
7058,2016020814,8470645,16,3574,0,0,0,30,28,10,0,18,0,19,11,93.3333333333333,90.9090909090909,94.7368421052632
7079,2017020373,8476341,16,3474,0,0,0,31,28,6,1,21,1,23,7,90.3225806451613,85.7142857142857,91.304347826087
7085,2015021146,8474152,16,3481,0,0,0,17,14,7,0,7,0,10,7,82.3529411764706,100.0,70.0
7143,2015020214,8470645,16,3600,0,0,0,36,34,1,1,32,1,33,2,94.4444444444444,50.0,96.969696969697
7186,2016021098,8470645,16,3900,0,0,0,44,42,11,2,29,2,31,11,95.4545454545455,100.0,93.5483870967742
7236,2017020508,8470645,16,3571,0,0,0,28,27,2,2,23,2,24,2,96.4285714285714,100.0,95.8333333333333
7241,2015020376,8470645,16,3630,0,0,0,27,23,2,0,21,0,23,4,85.1851851851852,50.0,91.304347826087
7309,2015020530,8470645,16,3432,0,0,0,27,25,0,0,25,0,27,0,92.5925925925926,0.0,92.5925925925926
7312,2016020764,8470645,16,3600,0,0,0,27,24,8,2,14,2,16,9,88.8888888888889,88.8888888888889,87.5
7351,2017020874,8471301,16,3488,0,0,0,36,32,6,0,26,0,29,7,88.8888888888889,85.7142857142857,89.6551724137931
7356,2015020414,8470645,16,3600,0,0,0,37,36,4,2,30,2,31,4,97.2972972972973,100.0,96.7741935483871
7380,2016020607,8470645,16,3600,0,0,0,27,25,2,0,23,0,25,2,92.5925925925926,100.0,92.0
7454,2017020300,8470645,16,3428,0,0,0,36,35,6,1,28,2,28,6,97.2222222222222,100.0,100.0
7455,2017020300,8476341,16,172,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
7472,2016021027,8470645,16,3600,0,0,0,42,40,5,0,35,0,37,5,95.2380952380952,100.0,94.5945945945946
7522,2016020209,8470645,16,3535,0,0,0,27,24,0,0,24,1,26,0,88.8888888888889,0.0,92.3076923076923
7523,2016020209,8474152,16,78,0,0,0,1,1,0,0,1,0,1,0,100.0,0.0,100.0
7557,2015021063,8474152,16,3600,0,0,0,28,28,6,0,22,0,22,6,100.0,100.0,100.0
7565,2016020304,8470645,16,3600,0,0,0,36,34,5,0,29,0,31,5,94.4444444444444,100.0,93.5483870967742
7604,2017020010,8470645,16,3596,0,0,0,29,28,3,1,24,1,24,4,96.551724137931,75.0,100.0
